Time,InstanceType,Region,AZ,SPS,IF,OndemandPrice,SpotPrice,Savings
2024-01-31 08:00:00,r5.large,ap-south-1,aps1-az1,3,2.5,0.13,0.0655,49
2024-01-31 08:00:00,r5.large,ap-south-1,aps1-az3,3,2.5,0.13,0.075,42
2024-01-31 08:00:00,r5.large,ap-south-1,aps1-az2,3,2.5,0.13,0.0748,42
2024-01-31 08:00:00,c5.large,ap-south-1,aps1-az3,3,2.5,0.085,0.0355,58
2024-01-31 08:00:00,c5.large,ap-south-1,aps1-az2,3,2.5,0.085,0.0511,39
2024-01-31 08:00:00,c5.large,ap-south-1,aps1-az1,3,2.5,0.085,0.0356,58
2024-01-31 08:00:00,m5.large,ap-south-1,aps1-az1,3,1.5,0.101,0.0546,45
2024-01-31 08:00:00,m5.large,ap-south-1,aps1-az3,3,1.5,0.101,0.0545,46
2024-01-31 08:00:00,m5.large,ap-south-1,aps1-az2,3,1.5,0.101,0.0486,51
2024-01-31 08:00:00,t3.medium,ap-south-1,aps1-az2,3,3.0,0.0448,0.0169,62
2024-01-31 08:00:00,t3.medium,ap-south-1,aps1-az3,3,3.0,0.0448,0.0168,62
2024-01-31 08:00:00,t3.medium,ap-south-1,aps1-az1,3,3.0,0.0448,0.0174,61
2024-01-31 08:00:00,m5.large,eu-north-1,eun1-az1,3,2.0,0.102,0.035,65
2024-01-31 08:00:00,m5.large,eu-north-1,eun1-az3,3,2.0,0.102,0.0353,65
2024-01-31 08:00:00,m5.large,eu-north-1,eun1-az2,3,2.0,0.102,0.0356,65
2024-01-31 08:00:00,r5.large,eu-north-1,eun1-az3,3,2.0,0.134,0.0457,65
2024-01-31 08:00:00,r5.large,eu-north-1,eun1-az2,3,2.0,0.134,0.0403,69
2024-01-31 08:00:00,r5.large,eu-north-1,eun1-az1,3,2.0,0.134,0.047,64
2024-01-31 08:00:00,c5.large,eu-north-1,eun1-az1,3,2.5,0.091,0.0414,54
2024-01-31 08:00:00,c5.large,eu-north-1,eun1-az2,3,2.5,0.091,0.0422,53
2024-01-31 08:00:00,c5.large,eu-north-1,eun1-az3,3,2.5,0.091,0.0379,58
2024-01-31 08:00:00,t3.medium,eu-north-1,eun1-az3,3,3.0,0.0432,0.0213,50
2024-01-31 08:00:00,t3.medium,eu-north-1,eun1-az1,3,3.0,0.0432,0.0208,51
2024-01-31 08:00:00,t3.medium,eu-north-1,eun1-az2,3,3.0,0.0432,0.0182,57
2024-01-31 08:00:00,t3.medium,eu-west-3,euw3-az2,3,3.0,0.0472,0.019,59
2024-01-31 08:00:00,t3.medium,eu-west-3,euw3-az1,3,3.0,0.0472,0.0172,63
2024-01-31 08:00:00,t3.medium,eu-west-3,euw3-az3,3,3.0,0.0472,0.018,61
2024-01-31 08:00:00,r5.large,eu-west-3,euw3-az1,3,2.5,0.148,0.048,67
2024-01-31 08:00:00,r5.large,eu-west-3,euw3-az2,3,2.5,0.148,0.0557,62
2024-01-31 08:00:00,r5.large,eu-west-3,euw3-az3,3,2.5,0.148,0.0419,71
2024-01-31 08:00:00,c5.large,eu-west-3,euw3-az3,3,3.0,0.101,0.0424,58
2024-01-31 08:00:00,c5.large,eu-west-3,euw3-az2,3,3.0,0.101,0.0473,53
2024-01-31 08:00:00,c5.large,eu-west-3,euw3-az1,3,3.0,0.101,0.0443,56
2024-01-31 08:00:00,m5.large,eu-west-3,euw3-az3,3,2.0,0.112,0.0342,69
2024-01-31 08:00:00,m5.large,eu-west-3,euw3-az2,3,2.0,0.112,0.0381,65
2024-01-31 08:00:00,m5.large,eu-west-3,euw3-az1,3,2.0,0.112,0.0396,64
2024-01-31 08:00:00,t3.medium,eu-west-2,euw2-az3,3,3.0,0.0472,0.0187,60
2024-01-31 08:00:00,t3.medium,eu-west-2,euw2-az2,3,3.0,0.0472,0.018,61
2024-01-31 08:00:00,t3.medium,eu-west-2,euw2-az1,3,3.0,0.0472,0.0173,63
2024-01-31 08:00:00,c5.large,eu-west-2,euw2-az3,3,3.0,0.101,0.0516,48
2024-01-31 08:00:00,c5.large,eu-west-2,euw2-az1,3,3.0,0.101,0.0495,50
2024-01-31 08:00:00,c5.large,eu-west-2,euw2-az2,3,3.0,0.101,0.0419,58
2024-01-31 08:00:00,r5.large,eu-west-2,euw2-az1,3,2.0,0.148,0.0594,59
2024-01-31 08:00:00,r5.large,eu-west-2,euw2-az2,3,2.0,0.148,0.0559,62
2024-01-31 08:00:00,r5.large,eu-west-2,euw2-az3,3,2.0,0.148,0.0732,50
2024-01-31 08:00:00,m5.large,eu-west-2,euw2-az1,3,1.5,0.111,0.0392,64
2024-01-31 08:00:00,m5.large,eu-west-2,euw2-az3,3,1.5,0.111,0.0369,66
2024-01-31 08:00:00,m5.large,eu-west-2,euw2-az2,3,1.5,0.111,0.0419,62
2024-01-31 08:00:00,r5.large,eu-west-1,euw1-az3,3,3.0,0.141,0.0583,58
2024-01-31 08:00:00,r5.large,eu-west-1,euw1-az2,3,3.0,0.141,0.0567,59
2024-01-31 08:00:00,r5.large,eu-west-1,euw1-az1,3,3.0,0.141,0.0601,57
2024-01-31 08:00:00,m5.large,eu-west-1,euw1-az3,3,3.0,0.107,0.0498,53
2024-01-31 08:00:00,m5.large,eu-west-1,euw1-az2,3,3.0,0.107,0.0447,58
2024-01-31 08:00:00,m5.large,eu-west-1,euw1-az1,3,3.0,0.107,0.0492,54
2024-01-31 08:00:00,t3.medium,eu-west-1,euw1-az2,3,3.0,0.0456,0.0181,60
2024-01-31 08:00:00,t3.medium,eu-west-1,euw1-az3,3,3.0,0.0456,0.0196,57
