Time,InstanceType,Region,AZ,SPS,IF,OndemandPrice,SpotPrice,Savings
2024-01-19 00:00:00,r5.large,ap-south-1,aps1-az2,3,2.5,0.13,0.0703,45
2024-01-19 00:00:00,r5.large,ap-south-1,aps1-az1,3,2.5,0.13,0.0764,41
2024-01-19 00:00:00,r5.large,ap-south-1,aps1-az3,3,2.5,0.13,0.0694,46
2024-01-19 00:00:00,t3.medium,ap-south-1,aps1-az1,3,3.0,0.0448,0.0178,60
2024-01-19 00:00:00,t3.medium,ap-south-1,aps1-az2,3,3.0,0.0448,0.0178,60
2024-01-19 00:00:00,t3.medium,ap-south-1,aps1-az3,3,3.0,0.0448,0.0177,60
2024-01-19 00:00:00,c5.large,ap-south-1,aps1-az3,3,2.5,0.085,0.0385,54
2024-01-19 00:00:00,c5.large,ap-south-1,aps1-az2,3,2.5,0.085,0.0459,45
2024-01-19 00:00:00,c5.large,ap-south-1,aps1-az1,3,2.5,0.085,0.0382,55
2024-01-19 00:00:00,m5.large,ap-south-1,aps1-az2,3,2.0,0.101,0.0531,47
2024-01-19 00:00:00,m5.large,ap-south-1,aps1-az3,3,2.0,0.101,0.0535,47
2024-01-19 00:00:00,m5.large,ap-south-1,aps1-az1,3,2.0,0.101,0.0559,44
2024-01-19 00:00:00,t3.medium,eu-north-1,eun1-az3,3,3.0,0.0432,0.0212,50
2024-01-19 00:00:00,t3.medium,eu-north-1,eun1-az2,3,3.0,0.0432,0.0188,56
2024-01-19 00:00:00,t3.medium,eu-north-1,eun1-az1,3,3.0,0.0432,0.0213,50
2024-01-19 00:00:00,m5.large,eu-north-1,eun1-az2,3,2.0,0.102,0.0362,64
2024-01-19 00:00:00,m5.large,eu-north-1,eun1-az3,3,2.0,0.102,0.0381,62
2024-01-19 00:00:00,m5.large,eu-north-1,eun1-az1,3,2.0,0.102,0.036,64
2024-01-19 00:00:00,r5.large,eu-north-1,eun1-az2,3,2.5,0.134,0.0373,72
