Time,InstanceType,Region,AZ,SPS,IF,OndemandPrice,SpotPrice,Savings
2024-01-30 21:00:00,c5.large,ap-south-1,aps1-az2,3,2.5,0.085,0.051,40
2024-01-30 21:00:00,c5.large,ap-south-1,aps1-az3,3,2.5,0.085,0.0359,57
2024-01-30 21:00:00,c5.large,ap-south-1,aps1-az1,3,2.5,0.085,0.0355,58
2024-01-30 21:00:00,r5.large,ap-south-1,aps1-az3,3,2.5,0.13,0.0749,42
2024-01-30 21:00:00,r5.large,ap-south-1,aps1-az1,3,2.5,0.13,0.0671,48
2024-01-30 21:00:00,r5.large,ap-south-1,aps1-az2,3,2.5,0.13,0.0747,42
2024-01-30 21:00:00,m5.large,ap-south-1,aps1-az3,3,1.5,0.101,0.0545,46
2024-01-30 21:00:00,m5.large,ap-south-1,aps1-az1,3,1.5,0.101,0.0545,46
2024-01-30 21:00:00,m5.large,ap-south-1,aps1-az2,3,1.5,0.101,0.0478,52
2024-01-30 21:00:00,t3.medium,ap-south-1,aps1-az2,3,3.0,0.0448,0.017,62
2024-01-30 21:00:00,t3.medium,ap-south-1,aps1-az1,3,3.0,0.0448,0.0173,61
2024-01-30 21:00:00,t3.medium,ap-south-1,aps1-az3,3,3.0,0.0448,0.0168,62
2024-01-30 21:00:00,r5.large,eu-north-1,eun1-az3,3,2.0,0.134,0.0459,65
2024-01-30 21:00:00,r5.large,eu-north-1,eun1-az1,3,2.0,0.134,0.0471,64
2024-01-30 21:00:00,r5.large,eu-north-1,eun1-az2,3,2.0,0.134,0.0404,69
2024-01-30 21:00:00,c5.large,eu-north-1,eun1-az2,3,2.5,0.091,0.0423,53
2024-01-30 21:00:00,c5.large,eu-north-1,eun1-az1,3,2.5,0.091,0.0413,54
2024-01-30 21:00:00,c5.large,eu-north-1,eun1-az3,3,2.5,0.091,0.0379,58
2024-01-30 21:00:00,m5.large,eu-north-1,eun1-az3,3,2.0,0.102,0.0353,65
2024-01-30 21:00:00,m5.large,eu-north-1,eun1-az2,3,2.0,0.102,0.0356,65
2024-01-30 21:00:00,m5.large,eu-north-1,eun1-az1,3,2.0,0.102,0.0352,65
2024-01-30 21:00:00,t3.medium,eu-north-1,eun1-az1,3,3.0,0.0432,0.0209,51
2024-01-30 21:00:00,t3.medium,eu-north-1,eun1-az3,3,3.0,0.0432,0.0214,50
2024-01-30 21:00:00,t3.medium,eu-north-1,eun1-az2,3,3.0,0.0432,0.0182,57
2024-01-30 21:00:00,r5.large,eu-west-3,euw3-az1,3,2.5,0.148,0.0481,67
2024-01-30 21:00:00,r5.large,eu-west-3,euw3-az2,3,2.5,0.148,0.0558,62
2024-01-30 21:00:00,r5.large,eu-west-3,euw3-az3,3,2.5,0.148,0.0418,71
2024-01-30 21:00:00,m5.large,eu-west-3,euw3-az3,3,2.0,0.112,0.0343,69
2024-01-30 21:00:00,m5.large,eu-west-3,euw3-az2,3,2.0,0.112,0.0381,65
2024-01-30 21:00:00,m5.large,eu-west-3,euw3-az1,3,2.0,0.112,0.0396,64
2024-01-30 21:00:00,c5.large,eu-west-3,euw3-az2,3,3.0,0.101,0.0474,53
2024-01-30 21:00:00,c5.large,eu-west-3,euw3-az3,3,3.0,0.101,0.0422,58
2024-01-30 21:00:00,c5.large,eu-west-3,euw3-az1,3,3.0,0.101,0.0443,56
2024-01-30 21:00:00,t3.medium,eu-west-3,euw3-az2,3,3.0,0.0472,0.0189,59
2024-01-30 21:00:00,t3.medium,eu-west-3,euw3-az3,3,3.0,0.0472,0.0179,62
2024-01-30 21:00:00,t3.medium,eu-west-3,euw3-az1,3,3.0,0.0472,0.0172,63
