Time,InstanceType,Region,AZ,SPS,IF,OndemandPrice,SpotPrice,Savings
2024-01-21 10:00:00,c5.large,ap-south-1,aps1-az1,3,2.5,0.085,0.0375,55
2024-01-21 10:00:00,c5.large,ap-south-1,aps1-az2,3,2.5,0.085,0.0473,44
2024-01-21 10:00:00,c5.large,ap-south-1,aps1-az3,3,2.5,0.085,0.0389,54
2024-01-21 10:00:00,r5.large,ap-south-1,aps1-az1,3,2.5,0.13,0.0774,40
2024-01-21 10:00:00,r5.large,ap-south-1,aps1-az3,3,2.5,0.13,0.07,46
2024-01-21 10:00:00,r5.large,ap-south-1,aps1-az2,3,2.5,0.13,0.0713,45
2024-01-21 10:00:00,m5.large,ap-south-1,aps1-az1,3,2.0,0.101,0.0564,44
2024-01-21 10:00:00,m5.large,ap-south-1,aps1-az3,3,2.0,0.101,0.054,46
2024-01-21 10:00:00,m5.large,ap-south-1,aps1-az2,3,2.0,0.101,0.0536,46
2024-01-21 10:00:00,t3.medium,ap-south-1,aps1-az2,3,3.0,0.0448,0.0179,60
2024-01-21 10:00:00,t3.medium,ap-south-1,aps1-az3,3,3.0,0.0448,0.0179,60
2024-01-21 10:00:00,t3.medium,ap-south-1,aps1-az1,3,3.0,0.0448,0.0179,60
2024-01-21 10:00:00,m5.large,eu-north-1,eun1-az3,3,2.0,0.102,0.0373,63
2024-01-21 10:00:00,m5.large,eu-north-1,eun1-az1,3,2.0,0.102,0.0363,64
2024-01-21 10:00:00,m5.large,eu-north-1,eun1-az2,3,2.0,0.102,0.0354,65
2024-01-21 10:00:00,t3.medium,eu-north-1,eun1-az2,3,3.0,0.0432,0.0184,57
2024-01-21 10:00:00,t3.medium,eu-north-1,eun1-az3,3,3.0,0.0432,0.0214,50
2024-01-21 10:00:00,t3.medium,eu-north-1,eun1-az1,3,3.0,0.0432,0.0212,50
2024-01-21 10:00:00,r5.large,eu-north-1,eun1-az1,3,2.5,0.134,0.0446,66
2024-01-21 10:00:00,r5.large,eu-north-1,eun1-az3,3,2.5,0.134,0.0442,67
2024-01-21 10:00:00,r5.large,eu-north-1,eun1-az2,3,2.5,0.134,0.0379,71
2024-01-21 10:00:00,c5.large,eu-north-1,eun1-az1,3,2.5,0.091,0.0401,55
2024-01-21 10:00:00,c5.large,eu-north-1,eun1-az3,3,2.5,0.091,0.0376,58
2024-01-21 10:00:00,c5.large,eu-north-1,eun1-az2,3,2.5,0.091,0.0418,54
2024-01-21 10:00:00,t3.medium,eu-west-3,euw3-az2,3,3.0,0.0472,0.019,59
2024-01-21 10:00:00,t3.medium,eu-west-3,euw3-az3,3,3.0,0.0472,0.0174,63
2024-01-21 10:00:00,t3.medium,eu-west-3,euw3-az1,3,3.0,0.0472,0.0166,64
2024-01-21 10:00:00,c5.large,eu-west-3,euw3-az2,3,3.0,0.101,0.0437,56
2024-01-21 10:00:00,c5.large,eu-west-3,euw3-az3,3,3.0,0.101,0.0398,60
2024-01-21 10:00:00,c5.large,eu-west-3,euw3-az1,3,3.0,0.101,0.0415,58
2024-01-21 10:00:00,m5.large,eu-west-3,euw3-az1,3,2.0,0.112,0.038,66
2024-01-21 10:00:00,m5.large,eu-west-3,euw3-az3,3,2.0,0.112,0.0349,68
2024-01-21 10:00:00,m5.large,eu-west-3,euw3-az2,3,2.0,0.112,0.0366,67
2024-01-21 10:00:00,r5.large,eu-west-3,euw3-az1,3,2.5,0.148,0.0521,64
2024-01-21 10:00:00,r5.large,eu-west-3,euw3-az3,3,2.5,0.148,0.0403,72
2024-01-21 10:00:00,r5.large,eu-west-3,euw3-az2,3,2.5,0.148,0.0531,64
2024-01-21 10:00:00,m5.large,eu-west-2,euw2-az1,3,1.5,0.111,0.0379,65
2024-01-21 10:00:00,m5.large,eu-west-2,euw2-az3,3,1.5,0.111,0.0383,65
2024-01-21 10:00:00,m5.large,eu-west-2,euw2-az2,3,1.5,0.111,0.0441,60
2024-01-21 10:00:00,c5.large,eu-west-2,euw2-az3,3,3.0,0.101,0.0481,52
2024-01-21 10:00:00,c5.large,eu-west-2,euw2-az2,3,3.0,0.101,0.0387,61
2024-01-21 10:00:00,c5.large,eu-west-2,euw2-az1,3,3.0,0.101,0.0502,50
2024-01-21 10:00:00,r5.large,eu-west-2,euw2-az1,3,2.0,0.148,0.0538,63
2024-01-21 10:00:00,r5.large,eu-west-2,euw2-az2,3,2.0,0.148,0.0566,61
2024-01-21 10:00:00,r5.large,eu-west-2,euw2-az3,3,2.0,0.148,0.0774,47
2024-01-21 10:00:00,t3.medium,eu-west-2,euw2-az3,3,3.0,0.0472,0.0194,58
2024-01-21 10:00:00,t3.medium,eu-west-2,euw2-az2,3,3.0,0.0472,0.0176,62
2024-01-21 10:00:00,t3.medium,eu-west-2,euw2-az1,3,3.0,0.0472,0.0176,62
2024-01-21 10:00:00,m5.large,eu-west-1,euw1-az1,3,3.0,0.107,0.0462,56
2024-01-21 10:00:00,m5.large,eu-west-1,euw1-az3,3,3.0,0.107,0.0476,55
2024-01-21 10:00:00,m5.large,eu-west-1,euw1-az2,3,3.0,0.107,0.0446,58
2024-01-21 10:00:00,r5.large,eu-west-1,euw1-az1,3,3.0,0.141,0.0624,55
2024-01-21 10:00:00,r5.large,eu-west-1,euw1-az3,3,3.0,0.141,0.055,60
2024-01-21 10:00:00,r5.large,eu-west-1,euw1-az2,3,3.0,0.141,0.0633,55
2024-01-21 10:00:00,c5.large,eu-west-1,euw1-az2,3,3.0,0.096,0.0411,57
2024-01-21 10:00:00,c5.large,eu-west-1,euw1-az1,3,3.0,0.096,0.0429,55
2024-01-21 10:00:00,c5.large,eu-west-1,euw1-az3,3,3.0,0.096,0.0378,60
2024-01-21 10:00:00,t3.medium,eu-west-1,euw1-az2,3,3.0,0.0456,0.0207,54
2024-01-21 10:00:00,t3.medium,eu-west-1,euw1-az3,3,3.0,0.0456,0.0183,59
2024-01-21 10:00:00,t3.medium,eu-west-1,euw1-az1,3,3.0,0.0456,0.0185,59
2024-01-21 10:00:00,m5.large,ap-northeast-3,apne3-az3,3,1.5,0.124,0.0397,67
2024-01-21 10:00:00,m5.large,ap-northeast-3,apne3-az1,3,1.5,0.124,0.0411,66
2024-01-21 10:00:00,m5.large,ap-northeast-3,apne3-az2,3,1.5,0.124,0.0448,63
2024-01-21 10:00:00,c5.large,ap-northeast-3,apne3-az2,3,3.0,0.107,0.0478,55
2024-01-21 10:00:00,c5.large,ap-northeast-3,apne3-az3,3,3.0,0.107,0.0456,57
2024-01-21 10:00:00,c5.large,ap-northeast-3,apne3-az1,3,3.0,0.107,0.0441,58
2024-01-21 10:00:00,r5.large,ap-northeast-3,apne3-az3,3,2.0,0.152,0.0438,71
2024-01-21 10:00:00,r5.large,ap-northeast-3,apne3-az1,3,2.0,0.152,0.0581,61
2024-01-21 10:00:00,r5.large,ap-northeast-3,apne3-az2,3,2.0,0.152,0.0575,62
2024-01-21 10:00:00,t3.medium,ap-northeast-3,apne3-az2,3,3.0,0.0544,0.0121,77
2024-01-21 10:00:00,t3.medium,ap-northeast-3,apne3-az3,3,3.0,0.0544,0.0115,78
2024-01-21 10:00:00,t3.medium,ap-northeast-3,apne3-az1,3,3.0,0.0544,0.02,63
2024-01-21 10:00:00,c5.large,ap-northeast-2,apne2-az1,3,3.0,0.096,0.0412,57
2024-01-21 10:00:00,c5.large,ap-northeast-2,apne2-az4,3,3.0,0.096,0.038,60
2024-01-21 10:00:00,c5.large,ap-northeast-2,apne2-az2,3,3.0,0.096,0.0453,52
2024-01-21 10:00:00,c5.large,ap-northeast-2,apne2-az3,3,3.0,0.096,0.0426,55
2024-01-21 10:00:00,r5.large,ap-northeast-2,apne2-az2,3,2.5,0.152,0.045,70
2024-01-21 10:00:00,r5.large,ap-northeast-2,apne2-az1,3,2.5,0.152,0.0537,64
2024-01-21 10:00:00,r5.large,ap-northeast-2,apne2-az3,3,2.5,0.152,0.0596,60
2024-01-21 10:00:00,r5.large,ap-northeast-2,apne2-az4,3,2.5,0.152,0.0603,60
2024-01-21 10:00:00,t3.medium,ap-northeast-2,apne2-az1,3,3.0,0.052,0.0188,63
2024-01-21 10:00:00,t3.medium,ap-northeast-2,apne2-az4,3,3.0,0.052,0.0186,64
2024-01-21 10:00:00,t3.medium,ap-northeast-2,apne2-az3,3,3.0,0.052,0.0176,66
2024-01-21 10:00:00,t3.medium,ap-northeast-2,apne2-az2,3,3.0,0.052,0.0172,66
2024-01-21 10:00:00,m5.large,ap-northeast-2,apne2-az3,3,2.0,0.118,0.0388,67
2024-01-21 10:00:00,m5.large,ap-northeast-2,apne2-az1,3,2.0,0.118,0.0386,67
2024-01-21 10:00:00,m5.large,ap-northeast-2,apne2-az2,3,2.0,0.118,0.0372,68
2024-01-21 10:00:00,m5.large,ap-northeast-2,apne2-az4,3,2.0,0.118,0.0372,68
2024-01-21 10:00:00,r5.large,ap-northeast-1,apne1-az2,3,2.5,0.152,0.0534,64
