Time,InstanceType,Region,AZ,SPS,IF,OndemandPrice,SpotPrice,Savings
2024-01-28 09:00:00,r5.large,ap-south-1,aps1-az2,3,2.5,0.13,0.0742,42
2024-01-28 09:00:00,r5.large,ap-south-1,aps1-az3,3,2.5,0.13,0.0733,43
2024-01-28 09:00:00,r5.large,ap-south-1,aps1-az1,3,2.5,0.13,0.0701,46
2024-01-28 09:00:00,c5.large,ap-south-1,aps1-az3,3,2.5,0.085,0.0361,57
2024-01-28 09:00:00,c5.large,ap-south-1,aps1-az2,3,2.5,0.085,0.0499,41
2024-01-28 09:00:00,c5.large,ap-south-1,aps1-az1,3,2.5,0.085,0.0352,58
2024-01-28 09:00:00,m5.large,ap-south-1,aps1-az1,3,1.5,0.101,0.0555,45
2024-01-28 09:00:00,m5.large,ap-south-1,aps1-az3,3,1.5,0.101,0.056,44
2024-01-28 09:00:00,m5.large,ap-south-1,aps1-az2,3,1.5,0.101,0.0494,51
2024-01-28 09:00:00,t3.medium,ap-south-1,aps1-az2,3,3.0,0.0448,0.0167,62
2024-01-28 09:00:00,t3.medium,ap-south-1,aps1-az1,3,3.0,0.0448,0.0171,61
2024-01-28 09:00:00,t3.medium,ap-south-1,aps1-az3,3,3.0,0.0448,0.0172,61
2024-01-28 09:00:00,r5.large,eu-north-1,eun1-az3,3,2.5,0.134,0.0454,66
2024-01-28 09:00:00,r5.large,eu-north-1,eun1-az1,3,2.5,0.134,0.0467,65
2024-01-28 09:00:00,r5.large,eu-north-1,eun1-az2,3,2.5,0.134,0.0402,70
2024-01-28 09:00:00,t3.medium,eu-north-1,eun1-az1,3,3.0,0.0432,0.0213,50
2024-01-28 09:00:00,t3.medium,eu-north-1,eun1-az2,3,3.0,0.0432,0.0182,57
2024-01-28 09:00:00,t3.medium,eu-north-1,eun1-az3,3,3.0,0.0432,0.0216,50
2024-01-28 09:00:00,m5.large,eu-north-1,eun1-az2,3,2.0,0.102,0.0361,64
2024-01-28 09:00:00,m5.large,eu-north-1,eun1-az3,3,2.0,0.102,0.0359,64
2024-01-28 09:00:00,m5.large,eu-north-1,eun1-az1,3,2.0,0.102,0.0356,65
2024-01-28 09:00:00,c5.large,eu-north-1,eun1-az3,3,2.5,0.091,0.0382,58
2024-01-28 09:00:00,c5.large,eu-north-1,eun1-az1,3,2.5,0.091,0.0415,54
2024-01-28 09:00:00,c5.large,eu-north-1,eun1-az2,3,2.5,0.091,0.0423,53
2024-01-28 09:00:00,r5.large,eu-west-3,euw3-az3,3,2.5,0.148,0.0413,72
2024-01-28 09:00:00,r5.large,eu-west-3,euw3-az1,3,2.5,0.148,0.049,66
2024-01-28 09:00:00,r5.large,eu-west-3,euw3-az2,3,2.5,0.148,0.055,62
2024-01-28 09:00:00,c5.large,eu-west-3,euw3-az3,3,3.0,0.101,0.0421,58
2024-01-28 09:00:00,c5.large,eu-west-3,euw3-az1,3,3.0,0.101,0.0437,56
2024-01-28 09:00:00,c5.large,eu-west-3,euw3-az2,3,3.0,0.101,0.0462,54
2024-01-28 09:00:00,t3.medium,eu-west-3,euw3-az2,3,3.0,0.0472,0.019,59
2024-01-28 09:00:00,t3.medium,eu-west-3,euw3-az3,3,3.0,0.0472,0.0177,62
2024-01-28 09:00:00,t3.medium,eu-west-3,euw3-az1,3,3.0,0.0472,0.017,63
2024-01-28 09:00:00,m5.large,eu-west-3,euw3-az3,3,2.0,0.112,0.0349,68
2024-01-28 09:00:00,m5.large,eu-west-3,euw3-az1,3,2.0,0.112,0.0398,64
2024-01-28 09:00:00,m5.large,eu-west-3,euw3-az2,3,2.0,0.112,0.0381,65
2024-01-28 09:00:00,t3.medium,eu-west-2,euw2-az1,3,3.0,0.0472,0.0176,62
2024-01-28 09:00:00,t3.medium,eu-west-2,euw2-az3,3,3.0,0.0472,0.0186,60
2024-01-28 09:00:00,t3.medium,eu-west-2,euw2-az2,3,3.0,0.0472,0.0181,61
2024-01-28 09:00:00,m5.large,eu-west-2,euw2-az1,3,1.5,0.111,0.0383,65
2024-01-28 09:00:00,m5.large,eu-west-2,euw2-az2,3,1.5,0.111,0.0428,61
2024-01-28 09:00:00,m5.large,eu-west-2,euw2-az3,3,1.5,0.111,0.0367,66
2024-01-28 09:00:00,r5.large,eu-west-2,euw2-az3,3,2.0,0.148,0.0746,49
2024-01-28 09:00:00,r5.large,eu-west-2,euw2-az1,3,2.0,0.148,0.0574,61
2024-01-28 09:00:00,r5.large,eu-west-2,euw2-az2,3,2.0,0.148,0.0542,63
2024-01-28 09:00:00,c5.large,eu-west-2,euw2-az1,3,3.0,0.101,0.0499,50
2024-01-28 09:00:00,c5.large,eu-west-2,euw2-az2,3,3.0,0.101,0.0399,60
2024-01-28 09:00:00,c5.large,eu-west-2,euw2-az3,3,3.0,0.101,0.0481,52
2024-01-28 09:00:00,r5.large,eu-west-1,euw1-az2,3,3.0,0.141,0.0572,59
2024-01-28 09:00:00,r5.large,eu-west-1,euw1-az3,3,3.0,0.141,0.0573,59
2024-01-28 09:00:00,r5.large,eu-west-1,euw1-az1,3,3.0,0.141,0.0597,57
2024-01-28 09:00:00,t3.medium,eu-west-1,euw1-az3,3,3.0,0.0456,0.0193,57
2024-01-28 09:00:00,t3.medium,eu-west-1,euw1-az2,3,3.0,0.0456,0.0188,58
2024-01-28 09:00:00,t3.medium,eu-west-1,euw1-az1,3,3.0,0.0456,0.0181,60
2024-01-28 09:00:00,c5.large,eu-west-1,euw1-az3,3,3.0,0.096,0.0379,60
2024-01-28 09:00:00,c5.large,eu-west-1,euw1-az1,3,3.0,0.096,0.0382,60
2024-01-28 09:00:00,c5.large,eu-west-1,euw1-az2,3,3.0,0.096,0.0426,55
2024-01-28 09:00:00,m5.large,eu-west-1,euw1-az1,3,3.0,0.107,0.0483,54
2024-01-28 09:00:00,m5.large,eu-west-1,euw1-az2,3,3.0,0.107,0.0441,58
2024-01-28 09:00:00,m5.large,eu-west-1,euw1-az3,3,3.0,0.107,0.0492,54
2024-01-28 09:00:00,r5.large,ap-northeast-3,apne3-az1,3,2.0,0.152,0.0584,61
2024-01-28 09:00:00,r5.large,ap-northeast-3,apne3-az2,3,2.0,0.152,0.0579,61
2024-01-28 09:00:00,r5.large,ap-northeast-3,apne3-az3,3,2.0,0.152,0.0457,69
2024-01-28 09:00:00,t3.medium,ap-northeast-3,apne3-az1,3,3.0,0.0544,0.0203,62
2024-01-28 09:00:00,t3.medium,ap-northeast-3,apne3-az2,3,3.0,0.0544,0.013,76
2024-01-28 09:00:00,t3.medium,ap-northeast-3,apne3-az3,3,3.0,0.0544,0.012,77
2024-01-28 09:00:00,c5.large,ap-northeast-3,apne3-az3,3,3.0,0.107,0.0462,56
2024-01-28 09:00:00,c5.large,ap-northeast-3,apne3-az2,3,3.0,0.107,0.048,55
2024-01-28 09:00:00,c5.large,ap-northeast-3,apne3-az1,3,3.0,0.107,0.0453,57
2024-01-28 09:00:00,m5.large,ap-northeast-3,apne3-az3,3,1.5,0.124,0.0401,67
2024-01-28 09:00:00,m5.large,ap-northeast-3,apne3-az1,3,1.5,0.124,0.0417,66
2024-01-28 09:00:00,m5.large,ap-northeast-3,apne3-az2,3,1.5,0.124,0.0452,63
2024-01-28 09:00:00,m5.large,ap-northeast-2,apne2-az3,3,2.0,0.118,0.0414,64
